Tax Year,Credit Type,Place of Residence,County,Notes,"Number of Claims, Total","Credit Amount Claimed, Total ($000)","Average Credit, Total","Number of Claims, One Qualifying Person","Credit Amount Claimed, One Qualifying Person ($000)","Average Credit, One Qualifying Person","Number of Claims, Two or More Qualifying Persons","Credit Amount Claimed, Two or More Qualifying Persons ($000)","Average Credit, Two or More Qualifying Persons","Number of Claims, Two Qualifying Persons","Credit Amount Claimed, Two Qualifying Persons ($000)","Average Credit, Two Qualifying Persons","Number of Claims, Three or More Qualifying Persons","Credit Amount Claimed, Three or More Qualifying Persons ($000)","Average Credit, Three or More Qualifying Persons","Number of Claims, Single Filing Status","Credit Amount Claimed, Single Filing Status ($000)","Average Credit, Single Filing Status","Number of Claims, MFJ & QW Filing Status *","Credit Amount Claimed, MFJ & QW Filing Status ($000) *","Average Credit, MFJ & QW Filing Status *","Number of Claims, Head of Household Filing Status","Credit Amount Claimed, Head of Household Filing Status ($000)","Average Credit, Head of Household Filing Status",Place of Residence Sort Order
2004,NYS CDCC,Madison,Madison,,1073,312.952,292,669,168.781,252,402,143.078,356,,,,,,,21,10.252,488,807,157.405,195,242,143.961,595,31
2004,NYS CDCC,Monroe,Monroe,,15779,5888.305,373,9596,3230.799,337,6153,2644.594,430,,,,,,,339,223.061,658,9302,1434.224,154,6091,4211.369,691,32
2004,NYS CDCC,Montgomery,Montgomery,,834,370.281,444,560,224.48,401,270,144.577,535,,,,,,,18,12.198,678,464,105.609,228,347,250.429,722,33
2004,NYS CDCC,Nassau,Nassau,,38412,17279.35,450,24664,9902.974,402,13664,7340.806,537,,,,,,,966,907.726,940,21998,4496.797,204,15306,11806.857,771,34
2004,NYS CDCC,Niagara,Niagara,,4240,1355.94,320,2713,770.272,284,1518,580.931,383,,,,,,,79,43.295,548,2659,458.541,172,1491,849.281,570,35
2004,NYS CDCC,Oneida,Oneida,,3589,1539.583,429,2331,820.759,352,1243,710.06,571,,,,,,,69,39.064,566,2101,479.529,228,1395,1001.694,718,36
2004,NYS CDCC,Onondaga,Onondaga,,10348,4339.116,419,6436,2256.942,351,3881,2064.9,532,,,,,,,208,130.733,629,5884,1054.25,179,4214,3129.482,743,37
2004,NYS CDCC,Ontario,Ontario,,2007,595.725,297,1240,342.595,276,764,251.89,330,,,,,,,31,13.56,437,1449,296.468,205,521,283.953,545,38
2004,NYS CDCC,Orange,Orange,,9372,4084.633,478,6151,2419.087,393,3211,2058.988,641,,,,,,,173,126.487,731,5109,1044.124,204,4073,3301.141,810,39
2004,NYS CDCC,Orleans,Orleans,,448,151.476,325,289,83.254,288,158,62.155,393,,,,,,,12,5.078,423,277,56.705,205,158,83.626,529,40
2004,NYS CDCC,Oswego,Oswego,,1593,510.913,315,1067,303.334,284,519,195.072,376,,,,,,,34,22.197,653,1071,201.473,188,479,274.467,573,41
2004,NYS CDCC,Otsego,Otsego,,927,283.1,313,590,163.333,277,337,127.167,377,,,,,,,16,6.538,409,663,162.322,245,247,120.005,486,42
2004,NYS CDCC,Putnam,Putnam,,2491,537.05,224,1562,323.711,207,922,231.822,251,,,,,,,21,8.752,417,1959,302.187,154,499,243.816,489,43
2004,NYS CDCC,Rensselaer,Rensselaer,,3942,1428.791,369,2623,844.934,322,1315,605.015,460,,,,,,,79,46.519,589,2356,381163,162,1497,1020.906,682,44
2004,NYS CDCC,Rockland,Rockland,,7991,2881.451,379,4849,1611.871,332,3125,1404.443,449,,,,,,,119,84.153,707,5217,1101.254,211,2629,1825.71,694,45
2004,NYS CDCC,St. Lawrence,St. Lawrence,,1163,361.319,299,715,188.477,264,446,158.167,355,,,,,,,20,7.896,395,847,182.499,215,293,155.619,531,46
2004,NYS CDCC,Saratoga,Saratoga,,4676,1168.308,259,2980,749.561,252,1686,454.554,270,,,,,,,69,32.595,472,3475,551.544,159,1117,617.968,553,47
2004,NYS CDCC,Schenectady,Schenectady,,3477,1282.728,396,2314,793.492,343,1155,580.915,503,,,,,,,49,26.118,533,1938,360.271,186,1480,987.09,667,48
2004,NYS CDCC,Schoharie,Schoharie,d/,445,122.155,304,305,78.174,256,138,57.04,413,,,,,,,,,581.25,329,76.222,232,,,516.58,49
2004,NYS CDCC,Schuyler,Schuyler,d/,296,93.661,345,190,58.545,308,104,43.544,419,,,,,,,,,183.4,204,51.973,255,,,578.81,50
2004,NYS CDCC,Seneca,Seneca,d/,527,187.747,349,332,102.014,307,195,82.126,421,,,,,,,,,439.78,338,77.906,230,,,573.2,51
2004,NYS CDCC,Steuben,Steuben,,1831,484.717,277,1085,268.704,248,740,235.854,319,,,,,,,39,16.431,421,1297,284.152,219,487,202.64,416,52
2004,NYS CDCC,Suffolk,Suffolk,,38144,1478.951,432,25180,9419.44,374,12885,7036.979,546,,,,,,,822,690.895,841,22904,4545.343,198,14299,11198.293,783,53
2004,NYS CDCC,Sullivan,Sullivan,,1471,633.866,469,975,377.096,387,493,310.649,630,,,,,,,33,21.959,665,791,190.129,240,641,473.739,739,54
2004,NYS CDCC,Tioga,Tioga,,910,254.463,270,554,136.816,247,354,108.521,307,,,,,,,13,4.808,370,676,136.305,202,218,103.698,476,55
2004,NYS CDCC,Tompkins,Tompkins,,1954,510.027,248,1221,276.046,226,730,208.708,286,,,,,,,39,17.762,455,1459,253.576,174,452,213.35,472,56
2004,NYS CDCC,Ulster,Ulster,,3260,1054.507,371,2216,713.692,322,1034,489.935,474,,,,,,,46,31.678,689,2038,398.679,196,1164,772.46,664,57
2004,NYS CDCC,Warren,Warren,,1041,308.609,298,679,193.411,285,361,116.868,324,,,,,,,16,7.752,485,728,135.073,186,294,165.71,564,58
2004,NYS CDCC,Washington,Washington,,765,223.505,313,521,150.629,289,243,88.417,364,,,,,,,15,7.286,486,538,115.193,214,210,116.487,555,59
2004,NYS CDCC,Wayne,Wayne,,1843,555.661,332,1134,340.772,301,703,268.549,382,,,,,,,42,26.455,630,1279,245.915,192,513,334.324,652,60
2004,NYS CDCC,Westchester,Westchester,,28629,1325.345,490,17774,7727.595,435,10809,6291.498,582,,,,,,,398,335.853,844,14762,2745.544,186,13402,10927.003,815,61
2004,NYS CDCC,Wyoming,Wyoming,,604,161.253,253,388,86.074,222,210,64.914,309,,,,,,,13,5.076,390,459,91.223,199,126,54.688,434,62
2004,NYS CDCC,Yates,Yates,d/,283,108.825,352,166,53.937,325,117,45.681,390,,,,,,,,,648.25,195,50.685,260,,,546.84,63
2004,NYS CDCC,NYS Unclassified +,All,d/,119,2015.191,325,68,22.921,337,48,15.024,313,,,,,,,,,657,74,11.331,153,,,631.57,65
2004,NYS CDCC,Total Full-Year Residents,All,,533409,332969.208,624,359884,188290.768,523,180218,145257.132,806,,,,,,,14378,12902.618,897,212135,53678.468,253,305017,265123.258,869,67
2004,NYS CDCC,Total Full-Year Nonresidents,Not Applicable,,47206,6334.296,134.06,22900,2732.906,119,16335,2267.952,139,,,,,,,374,91.682,245,37240,3274.341,88,9592,2968.273,309,69
2004,NYS CDCC,Grand Total,Grand Total,,580615,339304,584,382784,191023.674,499,196553,147525.084,751,,,,,,,14752,12994.3,881,249375,56952.809,228,314609,268091.531,852,70
2003,NYS CDCC,New York City - Manhattan,Manhattan,,49850,39261.986,787.6,33909,22350.242,659,15941,16911.744,1061,,,,,,,2269,2215.927,977,12036,3742.668,311,35539,33298.444,937,1
2003,NYS CDCC,New York City - Bronx,Bronx,,71476,65936.596,922.5,48084,35480.485,738,23392,30456.111,1302,,,,,,,2985,2999.431,1005,7845,3886.701,495,60638,59041.622,974,2
2003,NYS CDCC,New York City - Richmond,Richmond,,11425,6262.544,548.14,7502,3276.455,437,3923,2986.089,761,,,,,,,194,147.247,759,5153,1127.879,219,6078,4987.418,821,3
2003,NYS CDCC,New York City - Kings,Kings,,88745,71335.346,803.82,61850,41046.03,664,26894,30289.013,1126,,,,,,,1942,1797.544,926,19668,8289.47,421,67128,61242.863,912,4
2003,NYS CDCC,New York City - Queens,Queens,,58180,40958.397,703.99,40495,23988.477,592,17684,16969.863,960,,,,,,,1155,1018.631,882,19310,7364.87,381,37711,32571.654,864,5
2003,NYS CDCC,"Total, New York City","Total, New York City",,279676,223754.869,800.05,191840,126141.689,658,87834,97612.82,1111,,,,,,,8545,8178.78,957,64012,24412,381,207094,191142.001,923,6
2003,NYS CDCC,Albany,Albany,,7288,2773.273,380.53,4808,1717.496,357,2480,1055.777,426,,,,,,,135,76.607,567,4217,671.622,159,2936,2025.044,690,7
2003,NYS CDCC,Allegany,Allegany,d/,471,139.012,295.14,283,69.744,246,188,69.268,368,,,,,,,,,313.25,333,73.905,222,,,481.55,8
2003,NYS CDCC,Broome,Broome,,3179,1006.548,316.62,2065,590.119,286,1114,416.429,374,,,,,,,65,29.056,447,2092,430.734,206,1022,546.758,535,9
2003,NYS CDCC,Cattaraugus,Cattaraugus,,1103,341.618,309.72,742,208.059,280,361,133.559,370,,,,,,,28,16.501,589,744,165.452,222,331,159.665,482,10
2003,NYS CDCC,Cayuga,Cayuga,,1401,446.392,318.62,888,246.907,278,513,199.485,389,,,,,,,27,11.543,428,942,197.025,209,432,237.824,551,11
2003,NYS CDCC,Chautauqua,Chautauqua,,1562,481.624,308.34,1017,259.7,255,545,221.924,407,,,,,,,39,17.036,437,1025,227.677,222,498,236.911,476,12
2003,NYS CDCC,Chemung,Chemung,,1486,458.965,308.86,950,262.205,276,536,196.76,367,,,,,,,41,17.828,435,959,192.492,201,486,248.645,512,13
2003,NYS CDCC,Chenango,Chenango,,857,269.675,314.67,521,147.13,282,336,122.545,365,,,,,,,16,8.348,522,596,143.678,241,245,117.649,480,14
2003,NYS CDCC,Clinton,Clinton,,1482,439.207,296.36,956,260.613,273,526,178.594,340,,,,,,,25,13.601,544,1069,224.196,210,388,201.41,519,15
2003,NYS CDCC,Columbia,Columbia,,956,275.381,288.06,687,176.434,257,269,98.947,368,,,,,,,12,6.365,530,668,123.345,185,276,145.671,528,16
2003,NYS CDCC,Cortland,Cortland,,1025,327.52,319.53,665,185.423,279,360,142.097,395,,,,,,,26,11.275,434,706,155.544,220,293,160.701,548,17
2003,NYS CDCC,Delaware,Delaware,,581,204.69,352.31,354,112.274,317,227,92.416,407,,,,,,,17,10.069,592,405,105.651,261,159,88.97,560,18
2003,NYS CDCC,Dutchess,Dutchess,,6497,2114.911,325.52,4203,1231.832,293,2294,883.079,385,,,,,,,133,85.963,646,4343,725.188,167,2021,1303.76,645,19
2003,NYS CDCC,Erie,Erie,,20504,7855.656,383.13,12841,4181.204,326,7663,3674.452,480,,,,,,,393,207.285,527,11735,2066.853,176,8376,5581.518,666,20
2003,NYS CDCC,Essex,Essex,,520,186.096,357.88,339,105.257,310,181,80.839,447,,,,,,,12,5.924,494,355,87.419,246,153,92.753,606,21
2003,NYS CDCC,Franklin,Franklin,,705,249.003,353.2,431,134.33,312,274,114.673,419,,,,,,,10,5.833,583,461,112.205,243,234,130.965,560,22
2003,NYS CDCC,Fulton,Fulton,,833,290.817,349.12,589,185.752,315,244,105.065,431,,,,,,,16,6.583,411,491,104.205,212,326,180.029,552,23
2003,NYS CDCC,Genesee,Genesee,,875,247.582,282.95,565,147.85,262,310,99.732,322,,,,,,,21,10.937,521,620,120.946,195,234,115.699,494,24
2003,NYS CDCC,Greene,Greene,d/,491,147.001,299.39,351,101.137,288,140,45.864,328,,,,,,,,,396.87,329,63.438,193,,,522,25
2003,NYS CDCC,Hamilton,Hamilton,d/,37,14.619,395.11,26,8.794,338,11,5.825,530,,,,,,,,,1089,31,10.562,341,,,593.6,26
2003,NYS CDCC,Herkimer,Herkimer,,885,320.639,362.3,563,177.44,315,322,143.199,445,,,,,,,19,8.901,468,616,171.531,278,250,140.207,561,27
2003,NYS CDCC,Jefferson,Jefferson,,1664,522.316,313.89,1089,309.387,284,575,212.929,370,,,,,,,35,12.535,358,1166,269.539,231,463,240.242,519,28
2003,NYS CDCC,Lewis,Lewis,d/,284,75.377,265.41,166,34.448,208,118,40.929,347,,,,,,,,,930.83,224,45.534,203,,,449.22,29
2003,NYS CDCC,Livingston,Livingston,,972,258.346,265.79,619,158.516,256,353,99.83,283,,,,,,,21,10.419,496,697,119.824,172,254,128.103,504,30
2003,NYS CDCC,Madison,Madison,,1038,302.059,291,650,184.596,284,388,117.463,303,,,,,,,20,9.89,495,758,146.582,193,260,145.587,560,31
2003,NYS CDCC,Monroe,Monroe,,15781,5734.381,363.37,9585,3159.321,330,6196,2575.06,416,,,,,,,383,225.517,589,9540,1539.723,161,5856,3967.436,677,32
2003,NYS CDCC,Montgomery,Montgomery,,759,327.522,431.52,492,180.277,366,267,147.245,551,,,,,,,15,10.105,674,435,107.747,248,309,209.67,679,33
2003,NYS CDCC,Nassau,Nassau,,36787,15941.219,433.34,23300,8956.381,384,13487,6984.838,518,,,,,,,867,742.354,856,21714,4458.083,205,14202,10737.156,756,34
2003,NYS CDCC,Niagara,Niagara,,4214,1371.423,325.44,2688,760.658,283,1526,610.765,400,,,,,,,80,37.198,465,2643,476.419,180,1490,857.145,575,35
2003,NYS CDCC,Oneida,Oneida,,3427,1315.748,383.94,2265,720.838,318,1162,594.91,512,,,,,,,87,43.605,501,2080,445.322,214,1260,826.821,656,36
2003,NYS CDCC,Onondaga,Onondaga,,10022,414.651,413.74,6216,2168.21,349,3806,1978.3,520,,,,,,,213,126.422,594,5841,1087.289,186,3968,2932.799,739,37
2003,NYS CDCC,Ontario,Ontario,,1997,596.527,298.71,1247,343.461,275,750,253.066,337,,,,,,,39,19.658,504,1458,310.351,213,500,266.518,533,38
2003,NYS CDCC,Orange,Orange,,8780,4084.633,465.22,5708,2195.377,385,3072,1889.256,615,,,,,,,164,120.457,562,4935,1012.315,205,3681,2951.861,802,39
2003,NYS CDCC,Orleans,Orleans,,454,151.476,333.65,294,93.846,319,160,57.63,360,,,,,,,20,7.823,307,279,59.354,213,155,84.299,544,40
2003,NYS CDCC,Oswego,Oswego,,1583,510.913,322.75,1071,300.621,281,512,210.292,411,,,,,,,36,19.509,381,1064,213.183,200,483,278.221,576,41
2003,NYS CDCC,Otsego,Otsego,,910,283.1,311.1,604,162.143,268,306,120.957,395,,,,,,,13,5.752,324,641,160.569,250,256,116.779,456,42
2003,NYS CDCC,Putnam,Putnam,,2394,537.05,224.33,1451,299.804,207,943,237.246,252,,,,,,,22,12.521,403,1909,289.587,152,463,234.942,507,43
2003,NYS CDCC,Rensselaer,Rensselaer,,3862,1428.791,369.96,2531,835.24,330,1331,593.551,446,,,,,,,76,41.076,402,2356,396.914,168,1430,990.801,693,44
2003,NYS CDCC,Rockland,Rockland,,7830,2881.451,368,4793,1577.878,329,3036,1303.558,429,,,,,,,97,61.741,473,5131,1048.284,204,2602,1771.426,681,45
2003,NYS CDCC,St. Lawrence,St. Lawrence,,1158,361.319,312.02,714,198.168,278,444,163.151,367,,,,,,,19,8.905,304,833,182.238,219,306,170.176,556,46
2003,NYS CDCC,Saratoga,Saratoga,,4513,1168.308,258.88,2806,707.795,252,1707,460.513,270,,,,,,,74,42.564,392,3349,542.242,162,1090,583.502,535,47
2003,NYS CDCC,Schenectady,Schenectady,,3366,1282.728,381.08,2186,728.621,333,1180,554.107,470,,,,,,,75,40.33,377,1912,352.099,184,1379,890.299,646,48
2003,NYS CDCC,Schoharie,Schoharie,d/,402,122.155,303.87,268,74.005,276,134,48.15,359,,,,,,,,,603,283,64.055,226,,,482.14,49
2003,NYS CDCC,Schuyler,Schuyler,d/,283,93.661,330.96,181,53.92,298,102,39.741,390,,,,,,,,,489.4,186,46.731,251,,,483.51,50
2003,NYS CDCC,Seneca,Seneca,,552,187.747,340.12,358,116.251,325,194,71.496,369,,,,,,,14,9.005,399,356,83.228,234,182,95.514,525,51
2003,NYS CDCC,Steuben,Steuben,,1766,484.717,274.47,1072,272.441,254,694,212.276,306,,,,,,,53,22.088,291,1253,270.84,216,460,191.789,417,52
2003,NYS CDCC,Suffolk,Suffolk,,36252,1478.951,407.96,23780,8512.73,358,12472,6276.78,503,,,,,,,787,597.376,569,22333,4471.338,200,13129,9718.361,740,53
2003,NYS CDCC,Sullivan,Sullivan,,1412,633.866,448.91,947,367.526,388,465,266.34,573,,,,,,,35,19.958,488,770,193.166,251,607,420.742,693,54
2003,NYS CDCC,Tioga,Tioga,,934,254.463,272.44,575,145.23,253,359,109.233,304,,,,,,,14,7.069,461,687,144.376,210,233,103.018,442,55
2003,NYS CDCC,Tompkins,Tompkins,,1974,510.027,258.37,1219,290.573,238,755,219.454,291,,,,,,,36,11.35,304,1473,276.874,188,464,221.173,477,56
2003,NYS CDCC,Ulster,Ulster,,3104,1054.507,339.73,2127,662.13,311,977,392.377,402,,,,,,,47,24.265,386.052,2008,397.951,198,1048,631.872,603,57
2003,NYS CDCC,Warren,Warren,,1039,308.609,297.03,670,180.893,270,369,127.716,346,,,,,,,16,5.002,341,725,153.146,211,298,150.461,505,58
2003,NYS CDCC,Washington,Washington,,705,223.505,317.03,475,131.443,277,230,92.062,400,,,,,,,15,7.45,294.3,487,103.521,213,203,112.534,554,59
2003,NYS CDCC,Wayne,Wayne,,1831,555.661,303.47,1119,317.966,284,712,237.695,334,,,,,,,34,18.289,403.353,1296,242.353,187,501,295.019,589,60
2003,NYS CDCC,Westchester,Westchester,,27430,1325.345,483.17,16878,7282.539,431,10552,5970.911,566,,,,,,,372,285.125,508.148,14438,2696.174,187,12620,10272.151,814,61
2003,NYS CDCC,Wyoming,Wyoming,,616,161.253,261.77,413,97.644,236,203,63.609,313,,,,,,,19,9.756,345,458,91.7,200,139,59.797,430,62
2003,NYS CDCC,Yates,Yates,d/,298,108.825,365.18,177,58.228,329,121,50.597,418,,,,,,,,,614.2,198,56.021,283,,,523.5,63
2003,NYS CDCC,NYS Unclassified +,All,d/,3010,2015.191,669.5,1920,1051.12,547,1090,964.071,884,,,,,,,,,669.33,101,16.175,160,,,597.32,65
2003,NYS CDCC,Total Full-Year Residents,All,,519811,319448.799,614.55,348338,173169.658,497,177476,140041.453,789,,,,,,,13320,11345.64,852,209018,52736.397,252,294598,253376.225,860,67
2003,NYS CDCC,Total Full-Year Nonresidents,Not Applicable,,43625,5848.201,134.06,21787,9854.252,452,15832,2230.453,141,,,,,,,359,91.168,254,34790,3083.366,89,8476,2673.667,315,69
2003,NYS CDCC,Grand Total,Grand Total,,563436,325296.191,577.34,370125,183023.91,494,193308,142271.906,736,,,,,,,13679,11436.808,836,243808,55819.763,229,303074,256049.892,845,70
2002,NYS CDCC,New York City - Manhattan,Manhattan,,47399,27283.283,575.609,32911,15565.396,472.954,14485,11717.664,808.952,,,,,,,1908,1316.706,690.097,10575,2670.213,252.502,34913,23293.79,667.195,1
2002,NYS CDCC,New York City - Bronx,Bronx,,67627,44410.837,656.703,46234,24195.489,523.327,21391,20215.078,945.027,,,,,,,2293,1596.751,696.359,7341,2675.518,364.462,57992,40138.319,692.135,2
2002,NYS CDCC,New York City - Richmond,Richmond,,11281,4611.896,408.82,7426,2340.021,315.112,3855,2271.875,589.332,,,,,,,182,110.39,606.538,5169,906.061,175.287,5930,3595.445,606.315,3
2002,NYS CDCC,New York City - Kings,Kings,,84770,48667.232,574.109,59979,28200.262,470.169,24786,20465.105,825.672,,,,,,,1611,1043.066,647.465,18746,5920.576,315.831,64412,41703.295,647.446,4
2002,NYS CDCC,New York City - Queens,Queens,,55001,27904.623,507.348,38639,16340.328,422.897,16357,11562.891,706.908,,,,,,,867,544.014,627.467,18464,5463.629,295.907,35668,21896.139,613.887,5
2002,NYS CDCC,"Total, New York City","Total, New York City",,266078,152877.871,574.56,185189,86641.496,467.854,80874,66232.613,818.961,,,,,,,6861,4610.927,672.049,60295,17635.997,292.495,198915,130626.988,656.698,6
2002,NYS CDCC,Albany,Albany,,6782,1982.243,292.28,4700,1196.572,254.59,2081,785.665,377.542,,,,,,,145,61.02,420.828,3811,551.098,144.607,2826,1370.125,484.828,7
2002,NYS CDCC,Allegany,Allegany,d/,461,101.674,220.551,293,55.752,190.28,168,45.922,273.345,,,,,,,,,153.2,338,62.37,184.527,,,326.59,8
2002,NYS CDCC,Broome,Broome,,3020,758.623,251.2,1989,433.901,218.15,1031,324.722,314.958,,,,,,,49,20.425,416.837,1974,348.797,176.696,997,389.401,390.573,9
2002,NYS CDCC,Cattaraugus,Cattaraugus,,1043,263.845,252.967,697,157.095,225.387,346,106.75,308.526,,,,,,,36,13.366,371.278,692,138.042,199.483,315,112.437,356.943,10
2002,NYS CDCC,Cayuga,Cayuga,,1408,379.034,269.2,921,205.136,222.732,487,173.898,357.08,,,,,,,25,9.565,382.6,937,176.217,188.065,446,193.252,433.3,11
2002,NYS CDCC,Chautauqua,Chautauqua,,1594,392.21,246.054,1063,219.044,206.062,530,173.153,326.704,,,,,,,30,9.648,321.6,1072,210.644,196.496,492,171.918,349.427,12
2002,NYS CDCC,Chemung,Chemung,,1480,359.174,242.685,973,212.392,218.286,507,146.782,289.511,,,,,,,42,13.812,328.857,951,160.428,168.694,487,184.934,379.741,13
2002,NYS CDCC,Chenango,Chenango,,874,230.82,264.096,534,120.209,225.11,340,110.611,325.326,,,,,,,17,7.827,460.412,623,133.545,214.358,234,89.448,382.256,14
2002,NYS CDCC,Clinton,Clinton,,1422,348.507,245.082,944,205.658,217.858,478,142.849,298.847,,,,,,,28,11.022,393.643,1015,192.129,189.29,379,145.356,383.525,15
2002,NYS CDCC,Columbia,Columbia,,904,205.409,227.222,668,132.517,198.379,236,72.892,308.864,,,,,,,12,3.461,288.417,620,93.559,150.902,272,108.389,398.489,16
2002,NYS CDCC,Cortland,Cortland,,987,260.301,263.729,652,145.798,223.617,335,114.503,341.8,,,,,,,21,8.163,388.714,673,132.495,196.872,293,119.643,408.338,17
2002,NYS CDCC,Delaware,Delaware,,573,156.503,273.129,359,81.896,228.123,214,74.607,348.631,,,,,,,15,4.286,285.733,399,93.77,235.013,159,58.447,367.591,18
2002,NYS CDCC,Dutchess,Dutchess,,6156,1587.268,257.841,4125,920.339,223.112,2030,666.895,328.52,,,,,,,109,47.029,431.459,4084,618.367,151.412,1963,921.872,469.624,19
2002,NYS CDCC,Erie,Erie,,19841,5915.695,298.155,12975,3244.492,250.057,6865,2671.192,389.103,,,,,,,373,148.746,398.783,11271,1788.417,158.674,8196,3976.948,485.23,20
2002,NYS CDCC,Essex,Essex,,506,143.956,284.498,328,80.848,246.488,178,63.108,354.539,,,,,,,11,4.919,447.182,343,74.098,216.029,152,64.939,427.23,21
2002,NYS CDCC,Franklin,Franklin,,756,224.323,296.724,457,110.012,240.726,298,113.831,381.983,,,,,,,18,5.968,331.556,499,116.474,233.415,239,101.881,426.28,22
2002,NYS CDCC,Fulton,Fulton,d/,816,226.045,277.016,582,135.479,232.782,234,90.566,387.034,,,,,,,,,237,479,94.858,198.033,,,393.46,23
2002,NYS CDCC,Genesee,Genesee,,849,195.685,230.489,580,120.613,207.953,269,75.072,279.078,,,,,,,26,8.074,310.538,586,99.729,170.186,237,87.882,370.81,24
2002,NYS CDCC,Greene,Greene,,483,125.324,259.47,354,79.608,224.881,129,45.716,354.388,,,,,,,11,5.145,467.727,311,53.585,172.299,161,66.594,413.627,25
2002,NYS CDCC,Hamilton,Hamilton,d/,38,12.307,323.868,23,5.779,251.261,15,6.528,435.2,,,,,,,,,713,32,8.73,272.813,,,572.8,26
2002,NYS CDCC,Herkimer,Herkimer,,877,254.351,290.024,575,148.428,258.136,302,105.923,350.738,,,,,,,24,11.634,484.75,599,136.201,227.381,254,106.516,419.354,27
2002,NYS CDCC,Jefferson,Jefferson,,1613,403.502,250.156,1053,222.164,210.982,560,181.338,323.818,,,,,,,24,8.464,352.667,1143,225.546,197.328,446,169.492,380.027,28
2002,NYS CDCC,Lewis,Lewis,d/,257,53.156,206.833,159,27.216,171.17,98,25.94,264.694,,,,,,,,,207,215,39.203,182.34,,,345.39,29
2002,NYS CDCC,Livingston,Livingston,,941,202.465,215.159,638,123.771,193.998,303,78.694,259.716,,,,,,,11,4.51,410,694,112.667,162.344,236,85.288,361.39,30
2002,NYS CDCC,Madison,Madison,,1000,248.687,248.687,654,141.832,216.869,346,106.855,308.829,,,,,,,16,6.129,383.063,730,138.636,189.912,254,103.922,409.142,31
2002,NYS CDCC,Monroe,Monroe,,14733,4313.059,292.748,9591,2399.994,250.234,5140,1912.185,372.02,,,,,,,371,161.012,433.995,8491,1274.825,150.138,5871,2877.222,490.074,32
2002,NYS CDCC,Montgomery,Montgomery,,692,227.975,329.444,460,119.435,259.641,232,108.54,467.845,,,,,,,16,8.327,520.438,426,97.469,228.8,250,122.179,488.716,33
2002,NYS CDCC,Nassau,Nassau,,34890,11253.307,322.537,22507,6248.969,277.646,12383,5004.338,404.13,,,,,,,645,420.56,652.031,20962,3581.085,170.837,13283,7251.662,545.936,34
2002,NYS CDCC,Niagara,Niagara,,4089,1051.927,257.258,2745,613.017,223.321,1344,438.91,326.57,,,,,,,77,25.529,331.545,2572,419.053,162.929,1440,607.345,421.767,35
2002,NYS CDCC,Oneida,Oneida,,3375,972.105,288.031,2281,543.119,238.106,1094,428.986,392.126,,,,,,,91,33.961,373.198,2076,396.736,191.106,1208,541.408,448.185,36
2002,NYS CDCC,Onondaga,Onondaga,,9548,3003.26,314.543,6205,1606.244,258.863,3343,1397.016,417.893,,,,,,,265,118.141,445.815,5459,893.036,163.59,3823,1991.603,520.953,37
2002,NYS CDCC,Ontario,Ontario,,1871,465.506,248.801,1213,256.508,211.466,658,208.998,317.626,,,,,,,39,13.82,354.359,1358,269.097,198.157,474,182.589,385.209,38
2002,NYS CDCC,Orange,Orange,,8193,2762.408,337.167,5438,1442.23,265.213,2754,1320.128,479.349,,,,,,,183,102.904,562.317,4669,751.321,160.917,3341,1908.183,571.141,39
2002,NYS CDCC,Orleans,Orleans,,450,109.877,244.171,305,69.407,227.564,145,40.47,279.103,,,,,,,16,4.909,306.813,294,54.566,185.599,140,50.402,360.014,40
2002,NYS CDCC,Oswego,Oswego,,1532,399.562,260.811,1027,220.214,214.425,505,179.348,355.145,,,,,,,26,9.907,381.038,1044,195.074,186.852,462,194.581,421.171,41
2002,NYS CDCC,Otsego,Otsego,,865,225.871,261.123,578,125.158,216.536,287,100.713,350.916,,,,,,,12,3.891,324.25,607,135.617,223.422,246,86.363,351.069,42
2002,NYS CDCC,Putnam,Putnam,,2288,415.544,181.619,1484,242.124,163.156,802,173.297,216.081,,,,,,,27,10.875,402.778,1808,231.114,127.829,453,173.555,383.124,43
