0,2024,0,0.534355,0.45632,0.412573
0,2024,0.0583992,0.00903866,0.491599,0.173377
0,2024,0.0794048,0.539114,0.9502,0.192325
0,2024,0.100071,0.503659,0.968787,0.757408
0,2024,0.129583,0.984587,0.293998,0.304217
0,2024,0.149129,0.57348,0.579724,0.36417
0,2024,0.149626,0.830862,0.586704,0.461467
0,2024,0.150457,0.700978,0.0180887,0.0110268
0,2024,0.151,0.737793,0.901837,0.940972
0,2024,0.151452,0.81674,0.338887,0.751416
0,2024,0.151759,0.257783,0.115263,0.981781
0,2024,0.152431,0.450358,0.0960913,0.484715
0,2024,0.153009,0.44533,0.485986,0.718502
0,2024,0.15306,0.940865,0.531049,0.307312
0,2024,0.153314,0.268629,0.304595,0.11146
0,2024,0.153456,0.44618,0.143037,0.170212
0,2024,0.153619,0.803051,0.395944,0.694021
0,2024,0.154914,0.577617,0.66559,0.29482
0,2024,0.155619,0.130645,0.256565,0.303881
0,2024,0.156279,0.655288,0.620823,0.357712
0,2024,0.156541,0.761676,0.627425,0.924292
0,2024,0.157983,0.421214,0.418738,0.24949
0,2024,0.158073,0.653872,0.181957,0.331874
0,2024,0.158259,0.897747,0.510605,0.226566
0,2024,0.158551,0.81013,0.0865673,0.953043
0,2024,0.158832,0.566144,0.0122874,0.379317
0,2024,0.158887,0.618492,0.140952,0.700408
0,2024,0.158906,0.57296,0.0994222,0.857972
0,2024,0.159275,0.379041,0.587179,0.305089
0,2024,0.159409,0.888138,0.342876,0.117384
0,2024,0.159947,0.0772432,0.284906,0.557993
0,2024,0.16023,0.0778909,0.600867,0.388879
0,2024,0.160706,0.895434,0.461051,0.823513
0,2024,0.160854,0.888832,0.279311,0.162738
0,2024,0.16092,0.549102,0.0462252,0.0547787
0,2024,0.161241,0.479292,0.242062,0.190756
0,2024,0.162356,0.473422,0.502282,0.963288
0,2024,0.163436,0.845481,0.182579,0.133953
0,2024,0.1651,0.720377,0.317075,0.23454
0,2024,0.166518,0.387493,0.0674277,0.389915
0,2024,0.166621,0.689486,0.6235,0.77578
0,2024,0.166697,0.686559,0.437512,0.487028
0,2024,0.167788,0.015852,0.543374,0.49564
0,2024,0.168351,0.00636615,0.320265,0.103386
0,2024,0.169037,0.400937,0.227706,0.879474
0,2024,0.169061,0.000182553,0.628005,0.0301296
0,2024,0.169288,0.763923,0.650314,0.229447
0,2024,0.169928,0.112143,0.192035,0.389127
0,2024,0.170894,0.352146,0.296728,0.855745
0,2024,0.172363,0.731113,0.422881,0.146802
0,2024,0.172648,0.691937,0.20541,0.348633
0,2024,0.173019,0.618311,0.0377076,0.983828
0,2024,0.173288,0.827233,0.485781,0.668222
0,2024,0.173453,0.551228,0.111455,0.207004
0,2024,0.173778,0.856096,0.474514,0.389667
0,2024,0.174463,0.317624,0.714514,0.984043
0,2024,0.174596,0.562344,0.692911,0.984401
0,2024,0.174877,0.846568,0.284822,0.24964
0,2024,0.175541,0.4671,0.300748,0.273273
0,2024,0.175622,0.0125072,0.515588,0.89805
0,2024,0.176633,0.958644,0.375201,0.60743
0,2024,0.176717,0.807765,0.664251,0.409473
0,2024,0.176968,0.350404,0.433071,0.387659
0,2024,0.177156,0.61147,0.675319,0.411209
0,2024,0.177523,0.871282,0.67887,0.105692
0,2024,0.177618,0.248235,0.63753,0.188747
0,2024,0.178597,0.826704,0.0350828,0.613482
0,2024,0.178666,0.651346,0.240756,0.279245
